OrderDetailsID,OrderID,ProductName,OrderDate,ProductID,CustomerID,UnitPrice,Quantity
206,10325,Mozzarella di Giovanni,2011/10/6,72,KOENE,27.8,40
207,10326,Chef Anton's Cajun Seasoning,2011/10/7,4,BOLID,17.6,24
208,10326,Ravioli Angelo,2011/10/7,57,BOLID,15.6,16
209,10326,Rhonbrau Klosterbier,2011/10/7,75,BOLID,6.2,50
210,10327,Chang,2011/10/8,2,FOLKO,15.2,25
211,10327,Queso Cabrales,2011/10/8,11,FOLKO,16.8,50
212,10327,Nord-Ost Matjeshering,2011/10/8,30,FOLKO,20.7,35
213,10327,Escargots de Bourgogne,2011/10/8,58,FOLKO,10.6,30
214,10328,Raclette Courdavault,2011/10/11,59,FURIB,44,9
215,10328,Louisiana Fiery Hot Pepper Sauce,2011/10/11,65,FURIB,16.8,40
216,10328,Scottish Longbreads,2011/10/11,68,FURIB,10,10
217,10329,Teatime Chocolate Biscuits,2011/10/12,19,SPLIR,7.3,10
218,10329,Nord-Ost Matjeshering,2011/10/12,30,SPLIR,20.7,8
219,10329,Cote de Blaye,2011/10/12,38,SPLIR,210.8,20
220,10329,Gnocchi di nonna Alice,2011/10/12,56,SPLIR,30.4,12
221,10330,Gumbar Gummibarchen,2011/10/13,26,LILAS,24.9,50
222,10330,Mozzarella di Giovanni,2011/10/13,72,LILAS,27.8,25
223,10331,Tourtiere,2011/10/13,54,BONAP,5.9,15
224,10332,Carnarvon Tigers,2011/10/14,18,MEREP,50,40
225,10332,Singaporean Hokkien Fried Mee,2011/10/14,42,MEREP,11.2,10
226,10332,Zaanse koeken,2011/10/14,47,MEREP,7.6,16
227,10333,Tofu,2011/10/15,14,WARTH,18.6,10
228,10333,Sir Rodney's Scones,2011/10/15,21,WARTH,8,10
229,10333,Flotemysost,2011/10/15,71,WARTH,17.2,40
230,10334,Filo Mix,2011/10/18,52,VICTE,5.6,8
231,10334,Scottish Longbreads,2011/10/18,68,VICTE,10,10
232,10335,Chang,2011/10/19,2,HUNGO,15.2,7
233,10335,Gorgonzola Telino,2011/10/19,31,HUNGO,10,25
234,10335,Mascarpone Fabioli,2011/10/19,32,HUNGO,25.6,6
235,10335,Manjimup Dried Apples,2011/10/19,51,HUNGO,42.4,48
236,10336,Chef Anton's Cajun Seasoning,2011/10/20,4,PRINI,17.6,18
237,10337,Tunnbrod,2011/10/21,23,FRANK,7.2,40
238,10337,Gumbar Gummibarchen,2011/10/21,26,FRANK,24.9,24
239,10337,Inlagd Sill,2011/10/21,36,FRANK,15.2,20
240,10337,Gravad lax,2011/10/21,37,FRANK,20.8,28
241,10337,Mozzarella di Giovanni,2011/10/21,72,FRANK,27.8,25
242,10338,Alice Mutton,2011/10/22,17,OLDWO,31.2,20
243,10338,Nord-Ost Matjeshering,2011/10/22,30,OLDWO,20.7,15
244,10339,Chef Anton's Cajun Seasoning,2011/10/25,4,MEREP,17.6,10
245,10339,Alice Mutton,2011/10/25,17,MEREP,31.2,70
246,10339,Tarte au sucre,2011/10/25,62,MEREP,39.4,28
247,10340,Carnarvon Tigers,2011/10/26,18,BONAP,50,20
248,10340,Jack's New England Clam Chowder,2011/10/26,41,BONAP,7.7,12
249,10340,Ipoh Coffee,2011/10/26,43,BONAP,36.8,40
250,10341,Geitost,2011/10/26,33,SIMOB,2,8
251,10341,Raclette Courdavault,2011/10/26,59,SIMOB,44,9
252,10342,Chang,2011/10/27,2,FRANK,15.2,24
253,10342,Gorgonzola Telino,2011/10/27,31,FRANK,10,56
254,10342,Inlagd Sill,2011/10/27,36,FRANK,15.2,40
255,10342,Pate chinois,2011/10/27,55,FRANK,19.2,40
256,10343,Wimmers gute Semmelknodel,2011/10/28,64,LEHMS,26.6,50
257,10343,Scottish Longbreads,2011/10/28,68,LEHMS,10,4
258,10343,Lakkalikoori,2011/10/28,76,LEHMS,14.4,15
259,10344,Chef Anton's Cajun Seasoning,2011/10/29,4,WHITC,17.6,35
260,10344,Northwoods Cranberry Sauce,2011/10/29,8,WHITC,32,70
261,10345,Northwoods Cranberry Sauce,2011/11/1,8,QUICK,32,70
262,10345,Teatime Chocolate Biscuits,2011/11/1,19,QUICK,7.3,80
263,10345,Singaporean Hokkien Fried Mee,2011/11/1,42,QUICK,11.2,9
264,10346,Alice Mutton,2011/11/2,17,RATTC,31.2,36
265,10346,Gnocchi di nonna Alice,2011/11/2,56,RATTC,30.4,20
266,10347,NuNuCa Nus-Nougat-Creme,2011/11/3,25,FAMIA,11.2,10
267,10347,Chartreuse verte,2011/11/3,39,FAMIA,14.4,50
268,10347,Boston Crab Meat,2011/11/3,40,FAMIA,14.7,4
269,10347,Rhonbrau Klosterbier,2011/11/3,75,FAMIA,6.2,6
270,10348,Chai,2011/11/4,1,WANDK,14.4,15
271,10348,Tunnbrod,2011/11/4,23,WANDK,7.2,25
272,10349,Tourtiere,2011/11/5,54,SPLIR,5.9,24
273,10350,Valkoinen suklaa,2011/11/8,50,LAMAI,13,15
274,10350,Gudbrandsdalsost,2011/11/8,69,LAMAI,28.8,18
275,10351,Cote de Blaye,2011/11/8,38,ERNSH,210.8,20
276,10351,Jack's New England Clam Chowder,2011/11/8,41,ERNSH,7.7,13
277,10351,Gula Malacca,2011/11/8,44,ERNSH,15.5,77
278,10351,Louisiana Fiery Hot Pepper Sauce,2011/11/8,65,ERNSH,16.8,10
279,10352,Guarana Fantastica,2011/11/9,24,FURIB,3.6,10
280,10352,Tourtiere,2011/11/9,54,FURIB,5.9,20
281,10353,Queso Cabrales,2011/11/10,11,PICCO,16.8,12
282,10353,Cote de Blaye,2011/11/10,38,PICCO,210.8,50
283,10354,Chai,2011/11/11,1,PERIC,14.4,12
284,10354,Thuringer Rostbratwurst,2011/11/11,29,PERIC,99,4
285,10355,Guarana Fantastica,2011/11/12,24,AROUT,3.6,25
286,10355,Ravioli Angelo,2011/11/12,57,AROUT,15.6,25
287,10356,Gorgonzola Telino,2011/11/15,31,WANDK,10,30
288,10356,Pate chinois,2011/11/15,55,WANDK,19.2,12
289,10356,Gudbrandsdalsost,2011/11/15,69,WANDK,28.8,20
290,10357,Ikura,2011/11/16,10,LILAS,24.8,30
291,10357,Gumbar Gummibarchen,2011/11/16,26,LILAS,24.9,16
292,10357,Camembert Pierrot,2011/11/16,60,LILAS,27.2,8
293,10358,Guarana Fantastica,2011/11/17,24,LAMAI,3.6,10
294,10358,Sasquatch Ale,2011/11/17,34,LAMAI,11.2,10
295,10358,Inlagd Sill,2011/11/17,36,LAMAI,15.2,20
296,10359,Pavlova,2011/11/18,16,SEVES,13.9,56
297,10359,Gorgonzola Telino,2011/11/18,31,SEVES,10,70
298,10359,Camembert Pierrot,2011/11/18,60,SEVES,27.2,80
299,10360,Rossle Sauerkraut,2011/11/19,28,BLONP,36.4,30
300,10360,Thuringer Rostbratwurst,2011/11/19,29,BLONP,99,35
301,10360,Cote de Blaye,2011/11/19,38,BLONP,210.8,10
302,10360,Maxilaku,2011/11/19,49,BLONP,16,35
303,10360,Tourtiere,2011/11/19,54,BLONP,5.9,28
304,10361,Chartreuse verte,2011/11/19,39,QUICK,14.4,54
305,10361,Camembert Pierrot,2011/11/19,60,QUICK,27.2,55
306,10362,NuNuCa Nus-Nougat-Creme,2011/11/22,25,BONAP,11.2,50
307,10362,Manjimup Dried Apples,2011/11/22,51,BONAP,42.4,20
308,10362,Tourtiere,2011/11/22,54,BONAP,5.9,24
309,10363,Gorgonzola Telino,2011/11/23,31,DRACD,10,20
310,10363,Rhonbrau Klosterbier,2011/11/23,75,DRACD,6.2,12
311,10363,Lakkalikoori,2011/11/23,76,DRACD,14.4,12
312,10364,Gudbrandsdalsost,2011/11/23,69,EASTC,28.8,30
313,10364,Flotemysost,2011/11/23,71,EASTC,17.2,5
314,10365,Queso Cabrales,2011/11/24,11,ANTON,16.8,24
315,10366,Louisiana Fiery Hot Pepper Sauce,2011/11/25,65,GALED,16.8,5
316,10366,Original Frankfurter grune Sose,2011/11/25,77,GALED,10.4,5
317,10367,Sasquatch Ale,2011/11/25,34,VAFFE,11.2,36
318,10367,Tourtiere,2011/11/25,54,VAFFE,5.9,18
319,10367,Louisiana Fiery Hot Pepper Sauce,2011/11/25,65,VAFFE,16.8,15
320,10367,Original Frankfurter grune Sose,2011/11/25,77,VAFFE,10.4,7
321,10368,Sir Rodney's Scones,2011/11/26,21,ERNSH,8,5
322,10368,Rossle Sauerkraut,2011/11/26,28,ERNSH,36.4,13
323,10368,Ravioli Angelo,2011/11/26,57,ERNSH,15.6,25
324,10368,Wimmers gute Semmelknodel,2011/11/26,64,ERNSH,26.6,35
325,10369,Thuringer Rostbratwurst,2011/11/29,29,SPLIR,99,20
326,10369,Gnocchi di nonna Alice,2011/11/29,56,SPLIR,30.4,18
327,10370,Chai,2011/11/30,1,CHOPS,14.4,15
328,10370,Wimmers gute Semmelknodel,2011/11/30,64,CHOPS,26.6,30
329,10370,Longlife Tofu,2011/11/30,74,CHOPS,8,20
330,10371,Inlagd Sill,2011/11/30,36,LAMAI,15.2,6
331,10372,Sir Rodney's Marmalade,2011/12/1,20,QUEEN,64.8,12
332,10372,Cote de Blaye,2011/12/1,38,QUEEN,210.8,40
333,10372,Camembert Pierrot,2011/12/1,60,QUEEN,27.2,70
334,10372,Mozzarella di Giovanni,2011/12/1,72,QUEEN,27.8,42
335,10373,Escargots de Bourgogne,2011/12/2,58,HUNGO,10.6,80
336,10373,Flotemysost,2011/12/2,71,HUNGO,17.2,50
337,10374,Gorgonzola Telino,2011/12/2,31,WOLZA,10,30
338,10374,Escargots de Bourgogne,2011/12/2,58,WOLZA,10.6,15
339,10375,Tofu,2011/12/3,14,HUNGC,18.6,15
340,10375,Tourtiere,2011/12/3,54,HUNGC,5.9,10
341,10376,Gorgonzola Telino,2011/12/6,31,MEREP,10,42
342,10377,Rossle Sauerkraut,2011/12/6,28,SEVES,36.4,20
343,10377,Chartreuse verte,2011/12/6,39,SEVES,14.4,20
344,10378,Flotemysost,2011/12/7,71,FOLKO,17.2,6
345,10379,Jack's New England Clam Chowder,2011/12/8,41,QUEDE,7.7,8
346,10379,Vegie-spread,2011/12/8,63,QUEDE,35.1,16
347,10379,Louisiana Fiery Hot Pepper Sauce,2011/12/8,65,QUEDE,16.8,20
348,10380,Nord-Ost Matjeshering,2011/12/9,30,HUNGO,20.7,18
349,10380,Perth Pasties,2011/12/9,53,HUNGO,26.2,20
350,10380,Camembert Pierrot,2011/12/9,60,HUNGO,27.2,6
351,10380,Outback Lager,2011/12/9,70,HUNGO,12,30
352,10381,Longlife Tofu,2011/12/9,74,LILAS,8,14
353,10382,Chef Anton's Gumbo Mix,2011/12/10,5,ERNSH,17,32
354,10382,Carnarvon Tigers,2011/12/10,18,ERNSH,50,9
355,10382,Thuringer Rostbratwurst,2011/12/10,29,ERNSH,99,14
356,10382,Geitost,2011/12/10,33,ERNSH,2,60
357,10382,Longlife Tofu,2011/12/10,74,ERNSH,8,50
358,10383,Konbu,2011/12/13,13,AROUT,4.8,20
359,10383,Valkoinen suklaa,2011/12/13,50,AROUT,13,15
360,10383,Gnocchi di nonna Alice,2011/12/13,56,AROUT,30.4,20
361,10384,Sir Rodney's Marmalade,2011/12/13,20,BERGS,64.8,28
362,10384,Camembert Pierrot,2011/12/13,60,BERGS,27.2,15
363,10385,Uncle Bob's Organic Dried Pears,2011/12/14,7,SPLIR,24,10
364,10385,Camembert Pierrot,2011/12/14,60,SPLIR,27.2,20
365,10385,Scottish Longbreads,2011/12/14,68,SPLIR,10,8
366,10386,Guarana Fantastica,2011/12/15,24,FAMIA,3.6,15
367,10386,Sasquatch Ale,2011/12/15,34,FAMIA,11.2,10
368,10387,Guarana Fantastica,2011/12/15,24,SANTG,3.6,15
369,10387,Rossle Sauerkraut,2011/12/15,28,SANTG,36.4,6
370,10387,Raclette Courdavault,2011/12/15,59,SANTG,44,12
371,10387,Flotemysost,2011/12/15,71,SANTG,17.2,15
372,10388,Rogede sild,2011/12/16,45,SEVES,7.6,15
373,10388,Filo Mix,2011/12/16,52,SEVES,5.6,20
374,10388,Perth Pasties,2011/12/16,53,SEVES,26.2,40
375,10389,Ikura,2011/12/17,10,BOTTM,24.8,16
376,10389,Pate chinois,2011/12/17,55,BOTTM,19.2,15
377,10389,Tarte au sucre,2011/12/17,62,BOTTM,39.4,20
378,10389,Outback Lager,2011/12/17,70,BOTTM,12,30
379,10390,Gorgonzola Telino,2011/12/20,31,ERNSH,10,60
380,10390,Steeleye Stout,2011/12/20,35,ERNSH,14.4,40
381,10390,Spegesild,2011/12/20,46,ERNSH,9.6,45
382,10390,Mozzarella di Giovanni,2011/12/20,72,ERNSH,27.8,24
383,10391,Konbu,2011/12/20,13,DRACD,4.8,18
384,10392,Gudbrandsdalsost,2011/12/21,69,PICCO,28.8,50
385,10393,Chang,2011/12/22,2,SAVEA,15.2,25
386,10393,Tofu,2011/12/22,14,SAVEA,18.6,42
387,10393,NuNuCa Nus-Nougat-Creme,2011/12/22,25,SAVEA,11.2,7
388,10393,Gumbar Gummibarchen,2011/12/22,26,SAVEA,24.9,70
389,10393,Gorgonzola Telino,2011/12/22,31,SAVEA,10,32
390,10394,Konbu,2011/12/22,13,HUNGC,4.8,10
391,10394,Tarte au sucre,2011/12/22,62,HUNGC,39.4,10
392,10395,Spegesild,2011/12/23,46,HILAA,9.6,28
