Date,TWII.Open,TWII.High,TWII.Low,TWII.Close,TWII.Volume,TWII.Adjusted
2000/3/20,8483.410156,8536.049805,8483.410156,8536.049805,0,8536.017578
2000/3/21,8380.790039,9021.889648,8355.889648,9004.480469,0,9004.447266
2000/3/22,9009.070313,9201.150391,8908.320313,9069.389648,0,9069.355469
2000/3/23,9198.450195,9567.889648,9198.450195,9533.870117,0,9533.834961
2000/3/24,9571.280273,9571.280273,9405.139648,9482.639648,0,9482.604492
2000/3/27,9531.910156,9858.570313,9531.910156,9807.570313,0,9807.533203
2000/3/28,9919.75,9985.150391,9772.540039,9856.599609,0,9856.5625
2000/3/29,9844.410156,9914.139648,9794.480469,9805.69043,0,9805.65332
2000/3/30,9846.639648,10071.25977,9846.639648,9931.94043,0,9931.902344
2000/3/31,9903.55957,10011.95996,9798.610352,9854.950195,0,9854.913086
2000/4/3,9892.780273,10050.42969,9816.219727,10050.42969,0,10050.3916
2000/4/4,NA,NA,NA,NA,NA,NA
2000/4/5,9923.740234,10238.11035,9923.740234,10186.16992,0,10186.13184
2000/4/6,10252.08008,10328.98047,9969.280273,9969.280273,0,9969.242188
2000/4/7,10069.51953,10128.25977,9908.879883,9921.030273,0,9920.992188
2000/4/10,9979.230469,10168.71973,9956.650391,10127.48047,0,10127.44238
2000/4/11,10108.98047,10194.91016,10059.41016,10068.04981,0,10068.01172
2000/4/12,10101.44043,10149.32031,9906.320313,9911.389648,0,9911.352539
2000/4/13,9655.429688,9746.990234,9564.719727,9662.599609,0,9662.563477
2000/4/14,9517.450195,9662.120117,9370.129883,9374.610352,0,9374.576172
2000/4/17,8848.160156,9013.139648,8796.769531,8993.679688,0,8993.646484
2000/4/18,9292.740234,9389.349609,9238.349609,9307.030273,0,9306.996094
2000/4/19,9435.019531,9477.669922,9104.400391,9104.400391,0,9104.366211
2000/4/20,9084.860352,9175.75,8943.889648,9109.049805,0,9109.015625
2000/4/21,9167.150391,9243.040039,9105.30957,9120.480469,0,9120.446289
2000/4/24,9128.950195,9128.950195,8807.709961,8808.089844,0,8808.057617
2000/4/25,8702.959961,8923.269531,8672.410156,8921.120117,0,8921.086914
2000/4/26,8992.620117,9022.769531,8465.759766,8535.959961,0,8535.927734
2000/4/27,8587.030273,8633.389648,8458.400391,8541.950195,0,8541.917969
2000/4/28,8594.480469,8860.5,8478.480469,8824.360352,0,8824.328125
2000/5/1,NA,NA,NA,NA,NA,NA
2000/5/2,8836.830078,8838.780273,8632.570313,8638.75,0,8638.717773
2000/5/3,8505.459961,8587,8395.230469,8420,0,8419.967773
2000/5/4,8444.070313,8655.200195,8338.919922,8425.379883,0,8425.347656
2000/5/5,8389.900391,8699.019531,8343.370117,8698.530273,0,8698.498047
2000/5/8,8669.469727,8742.69043,8538.5,8616.179688,0,8616.147461
2000/5/9,8607.650391,8660.769531,8566.639648,8635.839844,0,8635.807617
2000/5/10,8695.129883,8749.620117,8557.30957,8559.870117,0,8559.837891
2000/5/11,8427.339844,8440.780273,8281.679688,8349.910156,0,8349.87793
2000/5/12,8472.820313,8603.870117,8454.719727,8560.44043,0,8560.408203
2000/5/15,8639.94043,8639.94043,8456.530273,8465.019531,0,8464.987305
2000/5/16,8534.179688,8733.459961,8496.44043,8727.820313,0,8727.788086
2000/5/17,8885.240234,9131.860352,8885.240234,9085.740234,0,9085.706055
2000/5/18,9026.389648,9135.129883,9002.030273,9087.209961,0,9087.175781
2000/5/19,9030.679688,9146.589844,9030.570313,9119.769531,0,9119.735352
2000/5/22,8903.320313,8967.360352,8800.370117,8807.570313,0,8807.538086
2000/5/23,8811.44043,8820.730469,8634.730469,8671.009766,0,8670.977539
2000/5/24,8496.05957,8623.120117,8470.55957,8500.410156,0,8500.37793
2000/5/25,8609.799805,8643.660156,8418.5,8438.099609,0,8438.067383
2000/5/26,8397.009766,8578.320313,8386.370117,8559.459961,0,8559.427734
2000/5/29,8597.589844,8701.610352,8571.349609,8588.25,0,8588.217773
2000/5/30,8668.700195,8764.419922,8641.429688,8764.419922,0,8764.387695
2000/5/31,8969.650391,8969.650391,8879.429688,8939.519531,0,8939.486328
2000/6/1,8936.429688,8961.540039,8815.429688,8842.629883,0,8842.597656
2000/6/2,8979.780273,9026.860352,8880.980469,8883.450195,0,8883.416992
2000/6/5,8967.410156,8975.990234,8894.820313,8958.209961,0,8958.176758
2000/6/6,NA,NA,NA,NA,NA,NA
2000/6/7,8943.629883,9116.240234,8943.629883,9115.469727,0,9115.435547
2000/6/8,9151.30957,9209.480469,9055.719727,9067.879883,0,9067.845703
2000/6/9,9113.070313,9136.75,9011.200195,9036.660156,0,9036.626953
2000/6/12,9073.830078,9083.849609,8935.469727,8955.44043,0,8955.407227
2000/6/13,8905.450195,8984.129883,8879.519531,8891.089844,0,8891.056641
2000/6/14,8978.650391,9014.269531,8911.379883,8935.230469,0,8935.197266
2000/6/15,8943.209961,8968.990234,8826.69043,8844.969727,0,8844.9375
2000/6/16,8858.620117,8893.589844,8791.669922,8832.150391,0,8832.118164
2000/6/19,8786.370117,8799.679688,8653.620117,8751.099609,0,8751.067383
2000/6/20,8861.030273,8861.030273,8688.209961,8690.660156,0,8690.62793
2000/6/21,8733.200195,8742.230469,8631.639648,8637.599609,0,8637.567383
2000/6/22,8623.400391,8771.769531,8616.849609,8771.769531,0,8771.737305
2000/6/23,8742.209961,8785.530273,8682.019531,8684.929688,0,8684.897461
2000/6/26,8672.799805,8675.469727,8507.419922,8529.55957,0,8529.527344
2000/6/27,8587.400391,8587.400391,8412.009766,8424.169922,0,8424.137695
2000/6/28,8429.049805,8476.889648,8248.950195,8365.629883,0,8365.597656
2000/6/29,8433.900391,8440.839844,8112.080078,8120.890137,0,8120.859375
2000/6/30,8159.410156,8290.629883,8050.02002,8265.089844,0,8265.057617
2000/7/3,8260.950195,8368.55957,8138.720215,8297.769531,0,8297.737305
2000/7/4,8329.769531,8333.570313,8024.549805,8052.540039,0,8052.509277
2000/7/5,8079.279785,8438.719727,7988.540039,8421.740234,0,8421.708008
2000/7/6,8291.269531,8383.69043,8277.94043,8289.389648,0,8289.357422
2000/7/7,8318.469727,8370.55957,8169.77002,8173.080078,0,8173.049316
2000/7/10,8209.860352,8211.349609,8015.379883,8154.669922,0,8154.63916
2000/7/11,8153.810059,8262.639648,8116.02002,8158.629883,0,8158.599121
2000/7/12,8168.560059,8180.060059,8025.189941,8059.75,0,8059.719238
2000/7/13,8101.379883,8304.009766,8101.379883,8267.660156,0,8267.62793
2000/7/14,8309.669922,8530.5,8309.669922,8497.129883,0,8497.097656
2000/7/17,8601.259766,8643.209961,8564.969727,8585.519531,0,8585.487305
2000/7/18,8582.75,8582.75,8367.049805,8368.780273,0,8368.748047
2000/7/19,8275.480469,8423.589844,8270.570313,8411.879883,0,8411.847656
2000/7/20,8355.209961,8406.049805,8210.530273,8219.530273,0,8219.498047
2000/7/21,8273.040039,8300.679688,8058.140137,8167.370117,0,8167.339355
2000/7/24,8132.390137,8177.700195,8064.200195,8064.200195,0,8064.169434
2000/7/25,7984.790039,8119.629883,7900.390137,7900.390137,0,7900.359863
2000/7/26,7944.899902,8113.27002,7922.810059,7961.540039,0,7961.509766
2000/7/27,7932.859863,7959.959961,7723.439941,7956.279785,0,7956.249512
2000/7/28,7861.040039,8147.790039,7861.040039,8122.109863,0,8122.079102
2000/7/31,8126.799805,8155.990234,8068.089844,8114.919922,0,8114.88916
2000/8/1,8171.580078,8192.730469,7979.240234,7984.649902,0,7984.619141
2000/8/2,7985.830078,8044.870117,7910.279785,7916.850098,0,7916.819824
2000/8/3,7888.319824,7912.399902,7736.189941,7844.930176,0,7844.900879
2000/8/4,7881.720215,8029.140137,7856.600098,7925.200195,0,7925.169922
2000/8/7,7804,7809.439941,7680.529785,7715.990234,0,7715.961426
2000/8/8,7751.279785,7818.669922,7670.279785,7797.779785,0,7797.750977
2000/8/9,7866.109863,8048.140137,7866.109863,8048.140137,0,8048.109375
2000/8/10,8087.100098,8105.629883,7988.390137,8024.689941,0,8024.65918
2000/8/11,8012.640137,8082.069824,7962.049805,7974.649902,0,7974.619629
2000/8/14,7977.419922,7982.129883,7838.5,7848.870117,0,7848.84082
2000/8/15,7883.839844,7913.77002,7821.740234,7845.689941,0,7845.660645
2000/8/16,7870.580078,8023.169922,7870.580078,8003.529785,0,8003.499023
2000/8/17,8059.02002,8143.25,8000.459961,8143.25,0,8143.219238
2000/8/18,8192.299805,8276.240234,8175.350098,8176.819824,0,8176.789063
2000/8/21,8232.910156,8305.669922,8216.419922,8257.879883,0,8257.847656
2000/8/22,8244.419922,8244.419922,8086.660156,8118.049805,0,8118.019043
2000/8/23,NA,NA,NA,NA,NA,NA
2000/8/24,8162,8222.080078,8090.180176,8098.839844,0,8098.809082
2000/8/25,8120.959961,8142.470215,8014.950195,8026.319824,0,8026.289063
2000/8/28,7985.450195,7985.450195,7840.75,7845.870117,0,7845.84082
2000/8/29,7769.930176,7828.370117,7621.129883,7817.490234,0,7817.461426
2000/8/30,7784.740234,7809.350098,7543.160156,7543.959961,0,7543.931641
2000/8/31,7458.339844,7661.72998,7440.810059,7616.97998,0,7616.951172
2000/9/1,7659.819824,7660.899902,7381.009766,7420.060059,0,7420.032227
2000/9/4,7758.540039,7814.490234,7694.709961,7803.02002,0,7802.991211
2000/9/5,7829.339844,7829.339844,7723.140137,7785.620117,0,7785.591309
2000/9/6,7725.009766,7758.450195,7601.22998,7610.779785,0,7610.750977
2000/9/7,7467.939941,7520.169922,7418.52002,7430.930176,0,7430.902344
2000/9/8,7457.859863,7494.669922,7360.5,7367.990234,0,7367.962402
2000/9/11,7297.779785,7379.850098,7295.879883,7335.200195,0,7335.172363
2000/9/12,NA,NA,NA,NA,NA,NA
2000/9/13,7279.359863,7407.779785,7153.22998,7391.660156,0,7391.632324
2000/9/14,7348.810059,7367.27002,7144.120117,7152.290039,0,7152.263184
2000/9/15,7160.009766,7364.459961,7120.310059,7155.450195,0,7155.42334
2000/9/18,6990.47998,7026.27002,6902.540039,6910.140137,0,6910.114258
2000/9/19,6811.720215,6950.040039,6712.200195,6734.899902,0,6734.874023
2000/9/20,6843.950195,6910.910156,6720.339844,6880.089844,0,6880.063965
2000/9/21,6818.959961,6946.839844,6774.470215,6920.899902,0,6920.874023
2000/9/22,6737.540039,6780.27002,6600.100098,6612.089844,0,6612.064941
2000/9/25,6618.160156,6726.75,6550.209961,6677.459961,0,6677.43457
2000/9/26,6647.939941,6780.680176,6491.339844,6749.029785,0,6749.003906
2000/9/27,6706.450195,6840.379883,6668.069824,6717.040039,0,6717.01416
2000/9/28,6744.790039,6799.620117,6564.870117,6564.870117,0,6564.845215
2000/9/29,6571.620117,6589.819824,6425.580078,6432.359863,0,6432.335449
2000/10/2,6165.640137,6248.120117,6014.870117,6024.069824,0,6024.047363
2000/10/3,5943.790039,6214.529785,5907.040039,6143.439941,0,6143.41748
2000/10/4,5989.450195,5997.919922,5946.950195,5997.919922,0,5997.897461
2000/10/5,5932.790039,6047.779785,5904.97998,6029.649902,0,6029.627441
2000/10/6,6037.540039,6367.390137,6037.540039,6353.669922,0,6353.645508
2000/10/9,6336.299805,6338.52002,6203.470215,6209.419922,0,6209.396484
2000/10/10,NA,NA,NA,NA,NA,NA
2000/10/11,6070.430176,6070.430176,6013.529785,6040.549805,0,6040.527344
2000/10/12,5850.259766,5981.669922,5763.810059,5805.009766,0,5804.988281
2000/10/13,5577.859863,5876.109863,5482.97998,5876.109863,0,5876.087891
2000/10/16,6060.439941,6161.160156,5602.720215,5630.950195,0,5630.929199
2000/10/17,5512,5742.680176,5512,5702.359863,0,5702.338867
2000/10/18,5606.529785,5626.740234,5427.459961,5432.22998,0,5432.209473
2000/10/19,5261.939941,5284.339844,5074.439941,5081.279785,0,5081.260742
2000/10/20,5241.569824,5407.060059,5241.569824,5404.779785,0,5404.759277
2000/10/23,5644.72998,5718.169922,5539.970215,5608.950195,0,5608.929199
2000/10/24,5701.149902,5933.419922,5645.049805,5918.629883,0,5918.60791
2000/10/25,5914.370117,6035.169922,5898.970215,6023.779785,0,6023.757324
2000/10/26,5937.220215,6011.049805,5909.350098,5941.850098,0,5941.828125
2000/10/27,5991.830078,6003.379883,5804.919922,5805.169922,0,5805.148438
2000/10/30,5644.259766,5666.959961,5615.899902,5659.080078,0,5659.059082
2000/10/31,5530.799805,5626.029785,5502.669922,5544.180176,0,5544.159668
2000/11/1,5552.299805,5570.580078,5400.259766,5425.02002,0,5424.999512
2000/11/2,5385.540039,5630.009766,5381.419922,5626.080078,0,5626.059082
2000/11/3,5723.350098,5813.439941,5663.740234,5796.080078,0,5796.059082
2000/11/6,5679.089844,5708.77002,5609.140137,5657.47998,0,5657.458984
2000/11/7,5721.879883,5877.77002,5720.890137,5877.77002,0,5877.748047
2000/11/8,5926.399902,6164.620117,5889.009766,6067.939941,0,6067.91748
2000/11/9,6025.160156,6089.549805,5926.640137,6089.549805,0,6089.527344
2000/11/10,6039.189941,6126.089844,6018.450195,6088.740234,0,6088.717773
2000/11/13,5878.640137,5878.640137,5748.430176,5793.52002,0,5793.499023
2000/11/14,5747,5855.279785,5721.689941,5772.509766,0,5772.48877
2000/11/15,5896.640137,5942.060059,5696.009766,5737.02002,0,5736.999023
2000/11/16,5554,5581.930176,5436.850098,5454.129883,0,5454.109375
2000/11/17,5264.930176,5367.649902,5168.970215,5351.359863,0,5351.340332
2000/11/20,4994.72998,5036.620117,4841.669922,4845.209961,0,4845.191406
2000/11/21,4770.779785,5103,4760.680176,5103,0,5102.980957
2000/11/22,5128.97998,5293.890137,5113.220215,5130.609863,0,5130.590332
2000/11/23,5057.299805,5148.299805,5032.200195,5146.919922,0,5146.900391
2000/11/24,5218.180176,5423.430176,5218.180176,5419.990234,0,5419.969727
2000/11/27,5510.799805,5526.129883,5384.040039,5433.779785,0,5433.759277
2000/11/28,5388.680176,5411,5337.419922,5362.259766,0,5362.239746
2000/11/29,5275.379883,5386.359863,5266.140137,5319.459961,0,5319.44043
2000/11/30,5323.700195,5372.009766,5223.310059,5256.930176,0,5256.910645
2000/12/1,5173.02002,5342.060059,5163.22998,5342.060059,0,5342.040527
2000/12/4,5239.819824,5243.049805,5168.910156,5174.02002,0,5174.000488
2000/12/5,5139.529785,5241.169922,5102.680176,5199.200195,0,5199.180664
2000/12/6,5323.200195,5366.790039,5164.430176,5170.620117,0,5170.600586
2000/12/7,5131.939941,5216.220215,5131.939941,5212.72998,0,5212.710449
2000/12/8,5216.359863,5269.620117,5186.350098,5252.830078,0,5252.810547
2000/12/11,5283.810059,5300.299805,5237.189941,5284.410156,0,5284.390625
2000/12/12,5320.609863,5403.140137,5320.609863,5380.089844,0,5380.069824
2000/12/13,5380.339844,5397.290039,5332.52002,5384.359863,0,5384.339844
2000/12/14,5350.259766,5350.259766,5274.149902,5320.160156,0,5320.140625
2000/12/15,5256.089844,5264.180176,5202.040039,5224.740234,0,5224.720703
2000/12/18,5116.069824,5127.72998,5022.339844,5055.200195,0,5055.181152
2000/12/19,5004.600098,5044.069824,4957.27002,5040.25,0,5040.230957
2000/12/20,4966.799805,4998.350098,4919.200195,4947.890137,0,4947.871582
2000/12/21,4834.759766,4834.759766,4797.27002,4817.220215,0,4817.202148
2000/12/22,4765.100098,4888.350098,4728.410156,4811.220215,0,4811.202148
2000/12/25,NA,NA,NA,NA,NA,NA
2000/12/26,4871.859863,4880.410156,4711.379883,4721.359863,0,4721.342773
2000/12/27,4663.649902,4663.649902,4602.950195,4614.629883,0,4614.612793
2000/12/28,4581.060059,4797.140137,4555.910156,4797.140137,0,4797.12207
2000/12/29,4797.080078,4813.640137,4728.430176,4743.939941,0,4743.922363
2001/1/1,NA,NA,NA,NA,NA,NA
2001/1/2,4717.490234,4945.089844,4678,4935.279785,0,4935.26123
2001/1/3,4843.540039,4970.450195,4831.120117,4894.790039,0,4894.771484
2001/1/4,5028.319824,5169.129883,5028.319824,5136.129883,0,5136.110352
2001/1/5,5153.009766,5298.430176,5117.629883,5295.529785,0,5295.510254
2001/1/8,5248.100098,5368.77002,5188.509766,5188.509766,0,5188.490234
2001/1/9,5206.5,5376.120117,5206.5,5376.120117,0,5376.100098
2001/1/10,5406.129883,5476.899902,5350.069824,5436.779785,0,5436.759277
2001/1/11,5475.589844,5531.200195,5348.339844,5369.240234,0,5369.220215
2001/1/12,5404.350098,5423.189941,5288.790039,5339.399902,0,5339.380371
2001/1/15,5292.75,5380.490234,5254.830078,5379.660156,0,5379.640137
2001/1/16,5399.700195,5665.97998,5399.700195,5662.939941,0,5662.918945
2001/1/17,5702.870117,5805.259766,5652.52002,5769.950195,0,5769.929199
2001/1/18,5803.52002,5892.529785,5734.490234,5847.910156,0,5847.888184
2001/1/19,NA,NA,NA,NA,NA,NA
2001/1/22,NA,NA,NA,NA,NA,NA
2001/1/23,NA,NA,NA,NA,NA,NA
2001/1/24,NA,NA,NA,NA,NA,NA
2001/1/25,NA,NA,NA,NA,NA,NA
2001/1/26,NA,NA,NA,NA,NA,NA
2001/1/29,5850.700195,5933.680176,5680.060059,5680.060059,0,5680.039063
2001/1/30,5685.189941,5792.5,5577.870117,5792.5,0,5792.479004
2001/1/31,5853.620117,5992.430176,5821.890137,5936.200195,0,5936.178223
2001/2/1,5927.25,5975.049805,5850.990234,5897.930176,0,5897.908203
2001/2/2,5958.779785,6103.100098,5958.779785,6049.259766,0,6049.237305
2001/2/5,6012.430176,6012.430176,5867.790039,5932.419922,0,5932.397949
2001/2/6,5905.600098,6042.720215,5828.330078,5849.060059,0,5849.038086
2001/2/7,5738.660156,5781.200195,5685.589844,5693.580078,0,5693.559082
2001/2/8,5693.629883,5763.140137,5653.859863,5758.600098,0,5758.579102
2001/2/9,5782.419922,5893.399902,5742.450195,5809.839844,0,5809.818359
2001/2/12,5807.609863,5894.27002,5795.680176,5847.069824,0,5847.047852
2001/2/13,5922.02002,6027.490234,5917.629883,6027.490234,0,6027.467773
2001/2/14,6060.890137,6097.290039,5881.040039,5887.680176,0,5887.658203
2001/2/15,5963.069824,6104.240234,5945.060059,6104.240234,0,6104.217773
2001/2/16,6156.359863,6198.220215,5997.629883,6045.669922,0,6045.647461
2001/2/19,5921.180176,5991.290039,5846.069824,5937.299805,0,5937.277832
2001/2/20,5992.740234,6079.620117,5946.350098,5971.290039,0,5971.268066
2001/2/21,5920.950195,5957.779785,5863.140137,5949.959961,0,5949.937988
2001/2/22,5885.669922,5885.669922,5733.350098,5759.040039,0,5759.019043
2001/2/23,5727.029785,5778.100098,5678.22998,5726.930176,0,5726.90918
2001/2/26,5746.649902,5789.169922,5708.169922,5716.02002,0,5715.999023
2001/2/27,5788.02002,5805.399902,5660.140137,5674.689941,0,5674.668945
2001/2/28,NA,NA,NA,NA,NA,NA
2001/3/1,5581.950195,5584.459961,5478.649902,5499.859863,0,5499.839355
2001/3/2,5536.189941,5561.379883,5471.620117,5499.540039,0,5499.519531
2001/3/5,5506.600098,5610.899902,5473.009766,5609.740234,0,5609.719238
2001/3/6,5689.640137,5736.319824,5626.870117,5635.060059,0,5635.039063
2001/3/7,5735.790039,5793.759766,5735.790039,5777.129883,0,5777.108887
2001/3/8,5794.339844,5794.339844,5697.669922,5711.02002,0,5710.999023
2001/3/9,5655.919922,5683.109863,5632.259766,5680.430176,0,5680.40918
2001/3/12,5578.689941,5615.819824,5556.069824,5582.669922,0,5582.649414
2001/3/13,5509.790039,5646.859863,5498.560059,5610.399902,0,5610.378906
2001/3/14,5683.879883,5703.52002,5642.259766,5658.209961,0,5658.188965
2001/3/15,5656.419922,5747.009766,5600.660156,5742.740234,0,5742.719238
2001/3/16,5749.47998,5846.390137,5749.47998,5783.930176,0,5783.90918
2001/3/19,5783.02002,5791.379883,5629.120117,5641.890137,0,5641.869141
2001/3/20,5693.049805,5717.209961,5624.299805,5642.700195,0,5642.679199
2001/3/21,5602.140137,5684.350098,5602.140137,5623.419922,0,5623.398926
2001/3/22,5647.439941,5735.740234,5647.439941,5730.950195,0,5730.929199
2001/3/23,5801.569824,5836.169922,5790.290039,5800.549805,0,5800.528809
2001/3/26,5848.629883,5906.169922,5810.660156,5896.319824,0,5896.297852
2001/3/27,5943.910156,5981.310059,5871.109863,5884.330078,0,5884.308105
2001/3/28,5907.529785,5922.810059,5816.390137,5819.390137,0,5819.368652
2001/3/29,5812.600098,5846.629883,5787.120117,5833.879883,0,5833.85791
2001/3/30,5863.580078,5865.47998,5772.390137,5797.919922,0,5797.898926
2001/4/2,5797.850098,5797.850098,5596.180176,5607.72998,0,5607.708984
2001/4/3,5521.990234,5538.089844,5439.399902,5446.819824,0,5446.799316
2001/4/4,5386.589844,5455.52002,5345.600098,5405.850098,0,5405.82959
2001/4/5,NA,NA,NA,NA,NA,NA
2001/4/6,5570.709961,5584.140137,5508.810059,5515.129883,0,5515.109375
2001/4/9,5476.75,5476.75,5391.089844,5401.830078,0,5401.80957
2001/4/10,5432.959961,5506.100098,5349.140137,5353.5,0,5353.480469
2001/4/11,5470.669922,5474.169922,5362.430176,5467.75,0,5467.729492
2001/4/12,5521.930176,5563.509766,5503.109863,5533.220215,0,5533.199707
2001/4/13,5592.299805,5601.490234,5492.299805,5495.470215,0,5495.449707
2001/4/16,5490.419922,5490.419922,5409.049805,5432.279785,0,5432.259277
2001/4/17,5404.759766,5458.72998,5391.25,5431.950195,0,5431.929688
2001/4/18,5479.470215,5523.720215,5472.790039,5508.609863,0,5508.589355
2001/4/19,5682.459961,5683.629883,5602.790039,5608.5,0,5608.479004
2001/4/20,5645.109863,5645.109863,5590.870117,5596.629883,0,5596.608887
2001/4/23,5607.459961,5612.689941,5562.669922,5597.700195,0,5597.679199
2001/4/24,5569.620117,5644.680176,5567.430176,5589.339844,0,5589.318848
2001/4/25,5594.189941,5601.350098,5500.970215,5516.200195,0,5516.179688
2001/4/26,5542.390137,5548.669922,5461.5,5518.72998,0,5518.709473
2001/4/27,5505.609863,5509.319824,5416.040039,5416.669922,0,5416.649414
2001/4/30,5430.589844,5469.660156,5371.810059,5381.669922,0,5381.649902
2001/5/1,NA,NA,NA,NA,NA,NA
2001/5/2,5469.950195,5502.529785,5267.040039,5304.240234,0,5304.220703
2001/5/3,5287.720215,5405.540039,5264.959961,5405.540039,0,5405.519531
2001/5/4,5384.299805,5436.529785,5211.700195,5244.049805,0,5244.030273
2001/5/7,5278.910156,5316.790039,5200.75,5229.930176,0,5229.910645
2001/5/8,5214.25,5256.790039,5105.370117,5176.709961,0,5176.69043
2001/5/9,5195.040039,5248.290039,5166.390137,5232.640137,0,5232.620605
2001/5/10,5215.549805,5215.549805,5117.140137,5122.169922,0,5122.150391
2001/5/11,5110.910156,5251.390137,5033.560059,5232.720215,0,5232.700684
2001/5/14,5161.25,5212.040039,5144.169922,5176.450195,0,5176.430664
2001/5/15,5166.970215,5210.359863,5142.890137,5158.790039,0,5158.770508
2001/5/16,5147.02002,5148.600098,5081.140137,5082.02002,0,5082.000977
2001/5/17,5112.22998,5175.529785,5090.859863,5143.439941,0,5143.42041
2001/5/18,5180.910156,5180.910156,5094.580078,5111.669922,0,5111.650879
2001/5/21,5079.720215,5079.720215,4902.220215,4958.609863,0,4958.59082
2001/5/22,4991.669922,5049.040039,4973.060059,4991.47998,0,4991.460938
2001/5/23,4998.680176,5209.970215,4963.459961,5209.970215,0,5209.950684
2001/5/24,5193.870117,5246.790039,5172.049805,5226.790039,0,5226.770508
2001/5/25,5206.22998,5229.790039,5165.299805,5170.080078,0,5170.060547
2001/5/28,5123.899902,5141.379883,5073.149902,5079.720215,0,5079.701172
2001/5/29,5086.299805,5174.810059,5086.299805,5095.259766,0,5095.240723
